label,name,cluster_annotation_term_set_label,cluster_annotation_term_set_name,color_hex_triplet,term_order,term_set_order,parent_term_label,parent_term_name,parent_term_set_label
CS20250428_CLUST_0280,Human-365,CCN20250428_LEVEL_4,Cluster,#53145b,668,4,CS20250428_GROUP_0004,LAMP5-CXCL14 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0281,Human-375,CCN20250428_LEVEL_4,Cluster,#a230ed,669,4,CS20250428_GROUP_0004,LAMP5-CXCL14 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0282,Human-519,CCN20250428_LEVEL_4,Cluster,#7e0e1e,670,4,CS20250428_GROUP_0004,LAMP5-CXCL14 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0595,Macaque-152,CCN20250428_LEVEL_4,Cluster,#240a5d,671,4,CS20250428_GROUP_0004,LAMP5-CXCL14 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0596,Macaque-165,CCN20250428_LEVEL_4,Cluster,#e5805f,672,4,CS20250428_GROUP_0004,LAMP5-CXCL14 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0597,Macaque-166,CCN20250428_LEVEL_4,Cluster,#34fd9e,673,4,CS20250428_GROUP_0004,LAMP5-CXCL14 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0598,Macaque-168,CCN20250428_LEVEL_4,Cluster,#5f1633,674,4,CS20250428_GROUP_0004,LAMP5-CXCL14 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1462,Marmoset-427,CCN20250428_LEVEL_4,Cluster,#c79c26,675,4,CS20250428_GROUP_0004,LAMP5-CXCL14 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1463,Marmoset-428,CCN20250428_LEVEL_4,Cluster,#d7a87b,676,4,CS20250428_GROUP_0004,LAMP5-CXCL14 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1464,Marmoset-429,CCN20250428_LEVEL_4,Cluster,#7c0781,677,4,CS20250428_GROUP_0004,LAMP5-CXCL14 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1465,Marmoset-430,CCN20250428_LEVEL_4,Cluster,#5c0796,678,4,CS20250428_GROUP_0004,LAMP5-CXCL14 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1466,Marmoset-431,CCN20250428_LEVEL_4,Cluster,#881ffb,679,4,CS20250428_GROUP_0004,LAMP5-CXCL14 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1467,Marmoset-432,CCN20250428_LEVEL_4,Cluster,#944cd9,680,4,CS20250428_GROUP_0004,LAMP5-CXCL14 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1468,Marmoset-433,CCN20250428_LEVEL_4,Cluster,#1d933b,681,4,CS20250428_GROUP_0004,LAMP5-CXCL14 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1469,Marmoset-434,CCN20250428_LEVEL_4,Cluster,#7dbf12,682,4,CS20250428_GROUP_0004,LAMP5-CXCL14 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0413,Human-92,CCN20250428_LEVEL_4,Cluster,#4751df,683,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0414,Human-93,CCN20250428_LEVEL_4,Cluster,#fc84de,684,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0415,Human-346,CCN20250428_LEVEL_4,Cluster,#0f6331,685,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0416,Human-347,CCN20250428_LEVEL_4,Cluster,#1df8e0,686,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0417,Human-348,CCN20250428_LEVEL_4,Cluster,#8fe5a8,687,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0418,Human-351,CCN20250428_LEVEL_4,Cluster,#a57deb,688,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0419,Human-352,CCN20250428_LEVEL_4,Cluster,#6d00ae,689,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0420,Human-353,CCN20250428_LEVEL_4,Cluster,#ba5d2e,690,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0421,Human-355,CCN20250428_LEVEL_4,Cluster,#74d28a,691,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0422,Human-356,CCN20250428_LEVEL_4,Cluster,#153871,692,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0423,Human-357,CCN20250428_LEVEL_4,Cluster,#751f3d,693,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0424,Human-358,CCN20250428_LEVEL_4,Cluster,#27d6ed,694,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0425,Human-359,CCN20250428_LEVEL_4,Cluster,#2cd4cc,695,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0426,Human-360,CCN20250428_LEVEL_4,Cluster,#d56f5c,696,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0427,Human-361,CCN20250428_LEVEL_4,Cluster,#1e6f7e,697,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0428,Human-363,CCN20250428_LEVEL_4,Cluster,#4fe07c,698,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0429,Human-367,CCN20250428_LEVEL_4,Cluster,#e2b09a,699,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0430,Human-368,CCN20250428_LEVEL_4,Cluster,#5bbe0b,700,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0431,Human-517,CCN20250428_LEVEL_4,Cluster,#91a5ee,701,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0432,Human-518,CCN20250428_LEVEL_4,Cluster,#27acfb,702,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0433,Human-520,CCN20250428_LEVEL_4,Cluster,#41c0d4,703,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0927,Macaque-153,CCN20250428_LEVEL_4,Cluster,#5acad9,704,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0928,Macaque-154,CCN20250428_LEVEL_4,Cluster,#2fb959,705,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0929,Macaque-155,CCN20250428_LEVEL_4,Cluster,#dedf98,706,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0930,Macaque-156,CCN20250428_LEVEL_4,Cluster,#6173e0,707,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0931,Macaque-157,CCN20250428_LEVEL_4,Cluster,#e78b50,708,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0932,Macaque-158,CCN20250428_LEVEL_4,Cluster,#7c2592,709,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0933,Macaque-159,CCN20250428_LEVEL_4,Cluster,#68eec3,710,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0934,Macaque-160,CCN20250428_LEVEL_4,Cluster,#3f55c7,711,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0935,Macaque-161,CCN20250428_LEVEL_4,Cluster,#8cf8f0,712,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0936,Macaque-162,CCN20250428_LEVEL_4,Cluster,#e2de9e,713,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0937,Macaque-163,CCN20250428_LEVEL_4,Cluster,#1a3373,714,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0938,Macaque-164,CCN20250428_LEVEL_4,Cluster,#c20b4c,715,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0939,Macaque-167,CCN20250428_LEVEL_4,Cluster,#6a49dd,716,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1333,Marmoset-297,CCN20250428_LEVEL_4,Cluster,#efc073,717,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1334,Marmoset-298,CCN20250428_LEVEL_4,Cluster,#c851ef,718,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1335,Marmoset-299,CCN20250428_LEVEL_4,Cluster,#20cbca,719,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1336,Marmoset-300,CCN20250428_LEVEL_4,Cluster,#98d504,720,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1337,Marmoset-301,CCN20250428_LEVEL_4,Cluster,#1140be,721,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1338,Marmoset-302,CCN20250428_LEVEL_4,Cluster,#ec19c3,722,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1339,Marmoset-303,CCN20250428_LEVEL_4,Cluster,#6019bf,723,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1340,Marmoset-304,CCN20250428_LEVEL_4,Cluster,#1c135c,724,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1341,Marmoset-305,CCN20250428_LEVEL_4,Cluster,#b32c79,725,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1342,Marmoset-306,CCN20250428_LEVEL_4,Cluster,#1f94dc,726,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1343,Marmoset-307,CCN20250428_LEVEL_4,Cluster,#0454b2,727,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1344,Marmoset-308,CCN20250428_LEVEL_4,Cluster,#1552c4,728,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1346,Marmoset-310,CCN20250428_LEVEL_4,Cluster,#76a3e5,729,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1347,Marmoset-311,CCN20250428_LEVEL_4,Cluster,#137295,730,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1348,Marmoset-312,CCN20250428_LEVEL_4,Cluster,#472bc5,731,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1349,Marmoset-313,CCN20250428_LEVEL_4,Cluster,#8527a7,732,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1350,Marmoset-314,CCN20250428_LEVEL_4,Cluster,#517201,733,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1351,Marmoset-315,CCN20250428_LEVEL_4,Cluster,#d77cb3,734,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1352,Marmoset-316,CCN20250428_LEVEL_4,Cluster,#792512,735,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1354,Marmoset-318,CCN20250428_LEVEL_4,Cluster,#587f19,736,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1355,Marmoset-319,CCN20250428_LEVEL_4,Cluster,#db55e7,737,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1356,Marmoset-320,CCN20250428_LEVEL_4,Cluster,#ac01aa,738,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1357,Marmoset-321,CCN20250428_LEVEL_4,Cluster,#2d9d6b,739,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1358,Marmoset-322,CCN20250428_LEVEL_4,Cluster,#4b16c1,740,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1359,Marmoset-323,CCN20250428_LEVEL_4,Cluster,#00d86e,741,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1360,Marmoset-324,CCN20250428_LEVEL_4,Cluster,#e79889,742,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1361,Marmoset-325,CCN20250428_LEVEL_4,Cluster,#094a6f,743,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1362,Marmoset-326,CCN20250428_LEVEL_4,Cluster,#c968cd,744,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1363,Marmoset-327,CCN20250428_LEVEL_4,Cluster,#1d2cc9,745,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1364,Marmoset-328,CCN20250428_LEVEL_4,Cluster,#b375ed,746,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1365,Marmoset-329,CCN20250428_LEVEL_4,Cluster,#efbb20,747,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1366,Marmoset-330,CCN20250428_LEVEL_4,Cluster,#f06cc8,748,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1367,Marmoset-331,CCN20250428_LEVEL_4,Cluster,#c3974b,749,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1371,Marmoset-335,CCN20250428_LEVEL_4,Cluster,#9031a2,750,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1372,Marmoset-336,CCN20250428_LEVEL_4,Cluster,#78932d,751,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1373,Marmoset-337,CCN20250428_LEVEL_4,Cluster,#ba1971,752,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1374,Marmoset-338,CCN20250428_LEVEL_4,Cluster,#175a70,753,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1375,Marmoset-339,CCN20250428_LEVEL_4,Cluster,#12beaf,754,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1376,Marmoset-340,CCN20250428_LEVEL_4,Cluster,#89faa3,755,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1377,Marmoset-341,CCN20250428_LEVEL_4,Cluster,#73f61e,756,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1388,Marmoset-352,CCN20250428_LEVEL_4,Cluster,#faa630,757,4,CS20250428_GROUP_0047,VIP GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0299,Human-38,CCN20250428_LEVEL_4,Cluster,#fa5ea8,758,4,CS20250428_GROUP_0014,GPe SOX6-CTXND1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0300,Human-246,CCN20250428_LEVEL_4,Cluster,#184df3,759,4,CS20250428_GROUP_0014,GPe SOX6-CTXND1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0301,Human-247,CCN20250428_LEVEL_4,Cluster,#d44cb0,760,4,CS20250428_GROUP_0014,GPe SOX6-CTXND1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0302,Human-248,CCN20250428_LEVEL_4,Cluster,#d91b50,761,4,CS20250428_GROUP_0014,GPe SOX6-CTXND1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0303,Human-249,CCN20250428_LEVEL_4,Cluster,#b936d0,762,4,CS20250428_GROUP_0014,GPe SOX6-CTXND1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0304,Human-253,CCN20250428_LEVEL_4,Cluster,#dde6a7,763,4,CS20250428_GROUP_0014,GPe SOX6-CTXND1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0305,Human-255,CCN20250428_LEVEL_4,Cluster,#a6952f,764,4,CS20250428_GROUP_0014,GPe SOX6-CTXND1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0306,Human-257,CCN20250428_LEVEL_4,Cluster,#92e1f2,765,4,CS20250428_GROUP_0014,GPe SOX6-CTXND1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0307,Human-279,CCN20250428_LEVEL_4,Cluster,#542490,766,4,CS20250428_GROUP_0014,GPe SOX6-CTXND1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0308,Human-281,CCN20250428_LEVEL_4,Cluster,#4c38ce,767,4,CS20250428_GROUP_0014,GPe SOX6-CTXND1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0309,Human-283,CCN20250428_LEVEL_4,Cluster,#101dcb,768,4,CS20250428_GROUP_0014,GPe SOX6-CTXND1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0310,Human-284,CCN20250428_LEVEL_4,Cluster,#edcd51,769,4,CS20250428_GROUP_0014,GPe SOX6-CTXND1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0311,Human-500,CCN20250428_LEVEL_4,Cluster,#12139a,770,4,CS20250428_GROUP_0014,GPe SOX6-CTXND1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0659,Macaque-178,CCN20250428_LEVEL_4,Cluster,#1a2b5b,771,4,CS20250428_GROUP_0014,GPe SOX6-CTXND1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0660,Macaque-180,CCN20250428_LEVEL_4,Cluster,#efa3f2,772,4,CS20250428_GROUP_0014,GPe SOX6-CTXND1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0661,Macaque-187,CCN20250428_LEVEL_4,Cluster,#3fd0ce,773,4,CS20250428_GROUP_0014,GPe SOX6-CTXND1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0662,Macaque-188,CCN20250428_LEVEL_4,Cluster,#41ab04,774,4,CS20250428_GROUP_0014,GPe SOX6-CTXND1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0663,Macaque-189,CCN20250428_LEVEL_4,Cluster,#5fe7fb,775,4,CS20250428_GROUP_0014,GPe SOX6-CTXND1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0664,Macaque-194,CCN20250428_LEVEL_4,Cluster,#640e80,776,4,CS20250428_GROUP_0014,GPe SOX6-CTXND1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1689,Marmoset-775,CCN20250428_LEVEL_4,Cluster,#dde65e,777,4,CS20250428_GROUP_0014,GPe SOX6-CTXND1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1690,Marmoset-776,CCN20250428_LEVEL_4,Cluster,#6c16f9,778,4,CS20250428_GROUP_0014,GPe SOX6-CTXND1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_1696,Marmoset-782,CCN20250428_LEVEL_4,Cluster,#ef76ed,779,4,CS20250428_GROUP_0014,GPe SOX6-CTXND1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0318,Human-36,CCN20250428_LEVEL_4,Cluster,#14ec5c,780,4,CS20250428_GROUP_0020,GPe-NDB-SI LHX6-LHX8-GBX1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0319,Human-37,CCN20250428_LEVEL_4,Cluster,#d5529f,781,4,CS20250428_GROUP_0020,GPe-NDB-SI LHX6-LHX8-GBX1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0320,Human-254,CCN20250428_LEVEL_4,Cluster,#966ef0,782,4,CS20250428_GROUP_0020,GPe-NDB-SI LHX6-LHX8-GBX1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0321,Human-256,CCN20250428_LEVEL_4,Cluster,#96372c,783,4,CS20250428_GROUP_0020,GPe-NDB-SI LHX6-LHX8-GBX1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0322,Human-491,CCN20250428_LEVEL_4,Cluster,#69048c,784,4,CS20250428_GROUP_0020,GPe-NDB-SI LHX6-LHX8-GBX1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0323,Human-493,CCN20250428_LEVEL_4,Cluster,#9da701,785,4,CS20250428_GROUP_0020,GPe-NDB-SI LHX6-LHX8-GBX1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0324,Human-494,CCN20250428_LEVEL_4,Cluster,#2e4eca,786,4,CS20250428_GROUP_0020,GPe-NDB-SI LHX6-LHX8-GBX1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0325,Human-495,CCN20250428_LEVEL_4,Cluster,#51c875,787,4,CS20250428_GROUP_0020,GPe-NDB-SI LHX6-LHX8-GBX1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0326,Human-496,CCN20250428_LEVEL_4,Cluster,#efe29c,788,4,CS20250428_GROUP_0020,GPe-NDB-SI LHX6-LHX8-GBX1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0327,Human-542,CCN20250428_LEVEL_4,Cluster,#16582a,789,4,CS20250428_GROUP_0020,GPe-NDB-SI LHX6-LHX8-GBX1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0328,Human-241,CCN20250428_LEVEL_4,Cluster,#3cf592,790,4,CS20250428_GROUP_0020,GPe-NDB-SI LHX6-LHX8-GBX1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0329,Human-242,CCN20250428_LEVEL_4,Cluster,#7b1ca6,791,4,CS20250428_GROUP_0020,GPe-NDB-SI LHX6-LHX8-GBX1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0330,Human-250,CCN20250428_LEVEL_4,Cluster,#c857f8,792,4,CS20250428_GROUP_0020,GPe-NDB-SI LHX6-LHX8-GBX1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0331,Human-251,CCN20250428_LEVEL_4,Cluster,#fd1a16,793,4,CS20250428_GROUP_0020,GPe-NDB-SI LHX6-LHX8-GBX1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0332,Human-252,CCN20250428_LEVEL_4,Cluster,#ec9ae1,794,4,CS20250428_GROUP_0020,GPe-NDB-SI LHX6-LHX8-GBX1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0658,Macaque-121,CCN20250428_LEVEL_4,Cluster,#bcd62d,795,4,CS20250428_GROUP_0020,GPe-NDB-SI LHX6-LHX8-GBX1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0742,Macaque-94,CCN20250428_LEVEL_4,Cluster,#a42c78,796,4,CS20250428_GROUP_0020,GPe-NDB-SI LHX6-LHX8-GBX1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0743,Macaque-95,CCN20250428_LEVEL_4,Cluster,#e4afd7,797,4,CS20250428_GROUP_0020,GPe-NDB-SI LHX6-LHX8-GBX1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0744,Macaque-96,CCN20250428_LEVEL_4,Cluster,#137d81,798,4,CS20250428_GROUP_0020,GPe-NDB-SI LHX6-LHX8-GBX1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0745,Macaque-101,CCN20250428_LEVEL_4,Cluster,#dbf832,799,4,CS20250428_GROUP_0020,GPe-NDB-SI LHX6-LHX8-GBX1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0746,Macaque-105,CCN20250428_LEVEL_4,Cluster,#edbca3,800,4,CS20250428_GROUP_0020,GPe-NDB-SI LHX6-LHX8-GBX1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0747,Macaque-106,CCN20250428_LEVEL_4,Cluster,#df583a,801,4,CS20250428_GROUP_0020,GPe-NDB-SI LHX6-LHX8-GBX1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0748,Macaque-170,CCN20250428_LEVEL_4,Cluster,#a345fe,802,4,CS20250428_GROUP_0020,GPe-NDB-SI LHX6-LHX8-GBX1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0749,Macaque-171,CCN20250428_LEVEL_4,Cluster,#c50999,803,4,CS20250428_GROUP_0020,GPe-NDB-SI LHX6-LHX8-GBX1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0750,Macaque-172,CCN20250428_LEVEL_4,Cluster,#7d57db,804,4,CS20250428_GROUP_0020,GPe-NDB-SI LHX6-LHX8-GBX1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0751,Macaque-173,CCN20250428_LEVEL_4,Cluster,#3cd6f2,805,4,CS20250428_GROUP_0020,GPe-NDB-SI LHX6-LHX8-GBX1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0752,Macaque-174,CCN20250428_LEVEL_4,Cluster,#6cd8e4,806,4,CS20250428_GROUP_0020,GPe-NDB-SI LHX6-LHX8-GBX1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0753,Macaque-175,CCN20250428_LEVEL_4,Cluster,#a7fc7a,807,4,CS20250428_GROUP_0020,GPe-NDB-SI LHX6-LHX8-GBX1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0754,Macaque-176,CCN20250428_LEVEL_4,Cluster,#d26969,808,4,CS20250428_GROUP_0020,GPe-NDB-SI LHX6-LHX8-GBX1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0755,Macaque-177,CCN20250428_LEVEL_4,Cluster,#82961b,809,4,CS20250428_GROUP_0020,GPe-NDB-SI LHX6-LHX8-GBX1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0756,Macaque-179,CCN20250428_LEVEL_4,Cluster,#70fbf1,810,4,CS20250428_GROUP_0020,GPe-NDB-SI LHX6-LHX8-GBX1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0757,Macaque-181,CCN20250428_LEVEL_4,Cluster,#3eeb9d,811,4,CS20250428_GROUP_0020,GPe-NDB-SI LHX6-LHX8-GBX1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0758,Macaque-182,CCN20250428_LEVEL_4,Cluster,#f27c72,812,4,CS20250428_GROUP_0020,GPe-NDB-SI LHX6-LHX8-GBX1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0759,Macaque-183,CCN20250428_LEVEL_4,Cluster,#78f8de,813,4,CS20250428_GROUP_0020,GPe-NDB-SI LHX6-LHX8-GBX1 GABA,CCN20250428_LEVEL_3
CS20250428_CLUST_0760,Macaque-185,CCN20250428_LEVEL_4,Cluster,#fa1a63,814,4,CS20250428_GROUP_0020,GPe-NDB-SI LHX6-LHX8-GBX1 GABA,CCN20250428_LEVEL_3
